Country;Overallstudypopulationorsubgroup?;Positive/negativecases;End-pointvsActive;Survivors;Discharged;ContainsAnyTreatment?;ICUvs.non-ICU;Severity;Ventilation;MedianAge;HealthcareWorker;Male;WhiteorEuropean;AfricanAmerican;Asian;HispanicorLatino;Multipleethnicitiesorother;Exposurehistory();Exposure-WuhanTravel();Exposure-PersonalContact();Incubationperiod(days)-Mean;Incubationperiod(days)-Median;Incubationperiod(days)-LQ;Incubationperiod(days)-HigherQuartile;TimeFromSymptomsAppearancetoHospitalization(days)-Mean;TimeFromSymptomsAppearancetoHospitalization(days)-Median;TimeFromSymptomsAppearancetoHospitalization(days)-LQ;TimeFromSymptomsAppearancetoHospitalization(days)-UQ;Smokinghistory;Currentdrinker;BMI;Obesity;AnyComorbidity;Hypertension;Diabetes;CardiovascularDisease(incl.CAD);Chronicobstructivelung(COPD);Cancer(Any);LiverDisease(any);CerebrovascularDisease;Chronickidney/renaldisease;Other;Fever(temperature≥37·3°C);Averagetemperature(celsius);Maxtemperature(celsius);Respiratoryrate>24breathspermin;Cough;ShortnessofBreath(dyspnoea);Headache;Sputum(/Expectoration);Myalgia(MusclePain);Fatigue;Upperair-waycongestion;Diarrhoea;NauseaorVomiting;LossofAppetite/Anorexia;SoreThroat/StuffyNose;Chills;ChestPain;Lossofsmell/taste;DiseaseSeverityAsymptomatic;DiseaseSeverityGeneral;DiseaseSeveritySevere;DiseaseSeverityCritical;ImagingFindingsAvailable?(yes=1.no=0);WhiteBloodCellCount(10^9/L)-Median;WhiteBloodCellCount(10^9/L)-LQ;WhiteBloodCellCount(10^9/L)-UQ;LymphocyteCount(10^9/L)-Median;LymphocyteCount(10^9/L)-LQ;LymphocyteCount(10^9/L)-UQ;CD4+TLymphocyte(Count);CD8+TLymphocyte(Count);PlateletCount(10^9/L)-Median;PlateletCount(10^9/L)-LQ;PlateletCount(10^9/L)-UQ;NeutrophilCount(10^9/L)-Median;NeutrophilCount(10^9/L)-LQ;NeutrophilCount(10^9/L)-UQ;Hemoglobin(g/L)-Median;Hemoglobin(g/L)-LQ;Hemoglobin(g/L)-UQ;Hematocrit();Albumin(g/L);AlanineAminotransferase(U/L);AspartateAminotransferase(U/L);TotalBilirubin(umol/L)-Median;TotalBilirubin(umol/L)-LQ;TotalBilirubin(umol/L)-UQ;BloodUreaNitrogen(mmol/L);Creatinine(μmol/L);CreatineKinase(U/L);C-ReactiveProtein(mg/L);Gamma-GlutamylTransferase(U/L);Interleukin-6(pg/mL);Procalcitonin(ng/mL);D-Dimer(mg/L);ProthrombinTime(s);Antibiotic;Antiviral(Any);UsesKaletra(lopinavir–ritonavir);UsesFavipiravir;UsesTamiflu(oseltamivir);UsesRemdesivir;Usesumif+lop-rit;UsesArbidol(umifenovir);Useshydroxychloroquineand/orchloroquine;Corticosteroid(includingGlucocorticoid.Methylprednisolone);Intravenousimmunoglobin;Nasalcannula;High-flownasalcannulaoxygentherapy;Oxygentherapy;Noninvasivemechanicalventilation;Invasivemechanicalventilation;ECMO;Renalreplacementtherapy;InterferonAlpha-1b;Thymalfasinand/orThymosin;Sepsis;RespiratoryfailureorARDS;Respiratoryfailure;ARDS;Hypoxemia;Heartfailure;Septicshock/shock;Liverdysfunction;Coagulopathy;Acutecardiacinjury;Acutekidneyinjury(AKI);Secondaryinfection/Bacterialinfection;Hypoproteinaemia;Acidosis;Hospitaladmission();ICUadmission;Discharged();ICUlengthofstay.days;Hospitallengthofstay.days;DaystoViralClearance(Median);Mortality;ProjectedMortality(accountingforpatientsnotcurrentlydischarged)
China;1;4;1;2;1;1;3;5;3;61;;0.528;0;0;1;0;0;;;;;;;;7;7;5;9;;;;;;0.396;0.208;;0.038;;;0.113;0.151;;0.792;;;;0.585;;;;;0.679;;0.113;;;;;;;0;;;;;5.4;4.5;8;0.7;0.4;1.1;;;;;;4.1;3.1;7.1;;;;;;24;31;10.5;6.2;14.8;5.5;67;83;49;;;0.1;940;;1;0.981;0.868;0;0.264;;0.113;0.113;0;0.698;0.547;;0.491;;;0;;;;;;;;1;;;;;;;;;;;1;;0.51;;16;;0.49;0.49
China;2;4;3;1;3;1;1;2;1;325;;0.333;0;0;1;0;0;;0.333;;;8;6;9;;;;;0.042;;;;;0.083;0.083;0.042;0;0;;0.042;0.042;;0.208;;;;0.083;;;;;0.083;0.042;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;132;120;144;;;;;;;;;;;;;;;;;0.042;0.875;;;;;;;;0;0.125;;;;0;0;;;1;;0;;;;;;;;;;;;;;1;0;0.38;;;9.5;0;0
China;1;4;3;1;3;1;1;2;1;53;;0;0;0;1;0;0;;0.6;;;8;6;9;;;;;0;;;;;0;0;0;0;0;;0;0.2;;1;;;;0.4;;;;;0.4;0.2;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;124;123;129;;;;;;;;;;;;;;;;;0;1;;;;;;;;0;0.4;;;;0;0;;;1;;0;;;;;;;;;;;;;;1;0;0;;;12;0;
China;1;4;3;1;3;1;1;2;1;32;;0.421;0;0;1;0;0;;0.263;;;;;;;;;;0.053;;;;;0.105;0.105;0.053;0;0;;0.053;0;;0;;;;0;;;;;0;0;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;134.5;120;152;;;;;;;;;;;;;;;;;0.053;0.842;;;;;;;;0;0.053;;;;0;0;;;1;;0;;;;;;;;;;;;;;1;0;0.5;;;6;0;0
China;2;4;1;3;1;2;3;7;3;73;;0.4;0;0;1;0;0;;;;;;;;;;;;;;;;1;0.64;0.36;0.36;0.08;0.16;0;0;0;0.36;;;;;;;;;;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;10.56;;1;1
China;1;4;1;3;1;2;3;7;3;55;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;4.39;4.39;4.39;0.35;;;;;;;;;;;;;;;;;;;;;;;;14.1;;;0.02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;17;;1;1
China;1;4;1;3;1;2;3;7;3;62;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;7.27;7.27;7.27;0.32;;;;;;;;;;;;;;;;;;;;;;;;83.5;;;1.42;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;11;;1;1
China;1;4;1;3;1;2;3;7;3;81;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1.0000;1.29;1.29;1.29;0.49;;;;;;;;;;;;;;;;;;;;;;;;52.9;;;0.13;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;17;;1;1
China;1;4;1;3;1;2;3;7;3;72;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;1;1;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;8.9;8.9;8.9;0.9;;;;;;;;;;;;;;;;;;;;;;;;211;;;0.89;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;10;;1;1
China;1;4;1;3;1;2;3;7;3;83;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;1;1;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;4.07;4.07;4.07;0.2;;;;;;;;;;;;;;;;;;;;;;;;76.1;;;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;7;;1;1
China;1;4;1;3;1;2;3;7;3;70;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;7.95;7.95;7.95;0.51;;;;;;;;;;;;;;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;8;;1;1
China;1;4;1;3;1;2;3;7;3;73;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;9;;1;1
China;1;4;1;3;1;2;3;7;3;74;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;8;;1;1
China;1;4;1;3;1;2;3;7;3;82;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;7;;1;1
China;1;4;1;3;1;2;3;7;3;78;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;10;;1;1
China;1;4;1;3;1;2;3;7;3;78;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;9;;1;1
China;1;4;1;3;1;2;3;7;3;67;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;7;;1;1
China;1;4;1;3;1;2;3;7;3;94;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1.0000;3.7;3.7;3.7;1.4;;;;;;;;;;;;;;;;;;;;;;;;58;;;0.07;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;14;;1;1
China;1;4;1;3;1;2;3;7;3;69;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;4.74;4.74;4.74;0.84;;;;;;;;;;;;;;;;;;;;;;;;19.9;;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;13;;1;1
China;1;4;1;3;1;2;3;7;3;90;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;9;;1;1
China;1;4;1;3;1;2;3;7;3;75;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;11.52;11.52;11.52;0.92;;;;;;;;;;;;;;;;;;;;;;;;39;;;0.12;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;7;;1;1
China;1;4;1;3;1;2;3;7;3;56;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;14.49;14.49;14.49;1.2;;;;;;;;;;;;;;;;;;;;;;;;56.8;;;0.24;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;7;;1;1
China;1;4;1;3;1;2;3;7;3;59;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;2.5;2.5;2.5;0.54;;;;;;;;;;;;;;;;;;;;;;;;7.6;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;11;;1;1
China;1;4;1;3;1;2;3;7;3;56;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;2.89;2.89;2.89;0.7;;;;;;;;;;;;;;;;;;;;;;;;4.9;;;0.11;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;17;;1;1
China;1;4;1;3;1;2;3;7;3;74;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;8;;1;1
China;1;4;1;3;1;2;3;7;3;55;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;2.02;2.02;2.02;0.76;;;;;;;;;;;;;;;;;;;;;;;;31.8;;;0.07;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;10;;1;1
China;1;4;1;3;1;2;3;7;3;64;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;9.08;9.08;9.08;0.06;;;;;;;;;;;;;;;;;;;;;;;;52;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;20;;1;1
China;1;4;1;3;1;2;3;7;3;74;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.0000;8.88;8.88;8.88;0.26;;;;;;;;;;;;;;;;;;;;;;;;19.2;;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;19;;1;1
China;1;4;1;3;1;2;3;7;3;56;;0;0;0;1;0;0;;;;;;;;;;;;;;;;1;1;0;1;0;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;8.08;8.08;8.08;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;5;;1;1
China;1;4;1;3;1;2;3;7;3;100;;1;0;0;1;0;0;;;;;;;;;;;;;;;;1;0;1;1;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;4;;1;1
China;2;4;1;1;1;1;3;5;3;45;;0.627;0;0;1;0;0;0.923;0.843;;;;;;;;;;;;;;;0.078;0.078;;;;;;;;0.843;;;;0.745;0.216;0.098;0.314;0.118;0.431;;0.078;0.059;;;;;;;;;;1.0000;5.4;4.1;7.6;1.1;0.7;1.6;;;189;134;235;3.7;2.5;6;136;123;152;;40;18;21;;;;4.1;67;52;10.5;;0;0.04;0.28;;0.216;1;1;0;0.137;;0;0;0;0.196;0.078;;0.157;;0.118;0.02;;;1;0.941;;;;;;;;;;;;;;;1;;0.98;;12;;0.02;0.02
China;1;4;1;1;1;1;3;2;1;44;;0.637;0;0;1;0;0;;;;;;;;;;;;;;;;;0.068;0;;;;;;;;0.841;;;;0.727;0.114;0.114;0.318;0.114;0.364;;0.091;0.068;;;;;;;;;;1.0000;5.2;4.1;7.6;1.3;0.9;1.7;;;192;139;237;3.5;2.4;5.6;136;123;152;;41;18;21;;;;4.1;68;59;7.5;;0;0.04;0.28;;0.09;1;1;0;0.068;;0;0;0;;0;;0.045;;0;0;;;1;0.955;;;;;;;;;;;;;;;1;;1;;;;0;0
China;1;4;1;2;1;1;3;7;3;52;;0.571;0;0;1;0;0;;;;;;;;;;;;;;;;;0.143;0.571;;;;;;;;0.857;;;;0.857;0.857;0;0.286;0.143;0.857;;0;0;;;;;;;;;;1.0000;5.7;3.5;10.7;0.37;0.3;0.6;;;150;116;225;5.2;3.2;9.9;132;121;152;;35;26;29;;;;5.1;67;42;135.7;;4.6;0.1;0.6;;1;1;1;0;0.57;;0;0;0;;0.571;;0.857;;0.857;0.143;;;1;0.857;;;;;;;;;;;;;;;1;;0.86;;;;0.14;0.14
China;2;4;5;2;5;2;3;5;0;45;;0.4363;0;0;1;0;0;;;;;;;;;;;;0.2363;0.2091;;;;0.2091;0.1363;0.0636;0.0546;;;0.0636;;;0.8182;;;;0.6182;0.3273;;;;0.3728;;;;;;;;;0;0.6545;0.3455;0;0.0000;5.21;4.04;6.68;1;0.55;1.45;;;167.41;137.59;206.2;3.68;2.51;5.1;131.55;114.33;148.76;;39.01;20.49;25.8;;;;4.3;62.18;;20.61;;;0.07;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;;;0;
China;1;4;5;2;5;2;3;7;0;70;;0.6316;0;0;1;0;0;;;;;;;;;;;;0.2368;0.1053;;;;0.3947;0.2105;0.0789;0.1053;;;0.0789;;;0.8684;;;;0.5526;0.3947;;;;0.2632;;;;;;;;;0;0;1;0;0.0000;5.2;3.9;6.46;0.6;0.29;0.91;;;144.5;110.75;167.75;4.26;2.84;4.84;129.87;110.48;149.26;;35.3;21.9;36.8;;;;4.99;74.75;;49.8;;;0.12;1.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;;;0;
China;1;4;5;2;5;2;3;5;0;35;;0.3333;0;0;1;0;0;;;;;;;;;;;;0.2361;0.2639;;;;0.1111;0.0972;0.0556;0.0278;;;0.0556;;;0.7917;;;;0.6528;0.2917;;;;0.4306;;;;;;;;;0;1;0;0;0.0000;5.21;4.11;6.8;1.21;0.68;1.74;;;179.5;151.75;226.5;3.38;2.33;5.24;132.43;116.36;148.5;;40.97;19.75;20;;;;3.93;55.55;;5.2;;;0.05;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;;;0;
China;2;4;3;1;3;1;3;5;0;262;;0.522;0;0;1;0;0;0.956;0.478;0.478;7.2;;;;;;;;0.109;0.2890;;0.3700;0.13;;;;;;;;;;0.691;;;;0.81;0.024;0.191;0.381;0.071;0.191;0.071;0.048;0.024;0.095;;;0.071;;0.087;;0.891;0.022;1.0000;5;4.1;6.7;1.3;1;1.8;;;192.5;156;237;3.4;2.5;4.4;139.5;130;151;;;17.9;18.3;8.7;5.9;14.6;3.4;61.5;57;26;;;0.03;0.3;11;;1;;;;;;;;;;;0.848;0.848;;;;;0.935;;0;0;0;0;;0;0;0;0;0;0.065;0;0;0;1;;0.78;;;12.6;0;0
China;1;4;3;1;3;1;1;2;1;175;;0.5;0;0;1;0;0;1;0.643;0.357;;;;;;;;;0.071;0.2140;;0.2860;0.071;;;;;;;;;;0.583;;;;0.917;0;0.167;0.5;0.083;0.167;0.167;0.167;0;0;;;0.083;;0.143;;0.857;0;1.0000;5.4;4.5;6.7;1.4;1.1;2.3;;;183;156;227;3.8;3.1;5.6;147;133;151;;;16.3;16.6;9;5.9;24.8;3.9;62.5;53;32;;;0.04;0.2;11.25;;1;;;;;;;;;;;0.643;0.643;;;;;0.929;;0;0;0;0;;0;0;0;0;0;0.071;0;0;0;1;0;0.86;;;12.6;0;0
China;1;4;3;1;3;1;3;5;0;30;;0.531;0;0;1;0;0;0.937;0.405;0.531;;;;;;;;;0.125;0.3230;;0.4060;0.156;;;;;;;;;;0.733;;;;0.767;0.067;0.2;0.333;0.067;0.2;0.033;0;0.033;0.133;;;0.067;;0.063;;0.906;0.031;1.0000;4.8;3.9;6.7;1.3;0.9;1.8;;;194.5;152;248;3.2;2.4;4.4;137.5;128.5;150.5;;;20;19.3;8.3;6.1;13.5;3.15;61.5;57.6;30;;;0.03;0.3;11;;1;;;;;;;;;;;0.938;0.938;;;;;0.938;;0;0;0;0;;0;0;0;0;0;0.063;0;0;0;1;;0.75;;;12.5;0;0
China;2;4;3;1;3;1;1;5;1;35;1;0.36;0;0;1;0;0;0.234;;0.234;;;;;;8.5;4.3;15;0.02;;21.4;;0.13;0.05;0.02;;;;;;;0.03;0.67;;;;0.47;0.16;0.13;0.13;0.22;0.34;;0.05;;0.06;0.25;0.05;0.03;;;0.98;0.02;;1.0000;4.7;3.6;5.7;1.4;0.9;1.8;;;188;148;211;56.9;51.4;66.3;130;119;141;;;17.5;21.5;10;8.2;13.5;3.9;66.6;60;;;4.4;;0.2;;0.86;1;;;;;;;;0.11;0.36;0.5;;0.53;;;;;;0.52;;;;;;;;;;;;;;;1;0;0.53;0;12.5;;0;0
China;1;4;3;1;3;1;1;5;1;37;1;0.46;0;0;1;0;0;0.297;;0.297;;;;;;5;3;7;0.03;;21.9;;0.16;0.03;0.03;;;;;;;0.05;0.68;;;;0.46;0.19;0.08;0.14;0.22;0.38;;0.03;;0.05;0.32;0.03;0.05;;;0.97;0.027;;1.0000;4;3.4;5;1.3;0.9;1.6;;;160;130;201;56.3;50.3;66;133;124;142;;;20;23;9.5;7.9;12.5;3.9;68.3;62;;;4.7;;0.2;;1;1;;;;;;;;0.14;0.49;0.59;;0.64;;;;;;0.54;;;;;;;;;;;;;;;1;0;0.51;0;18;;0;0
China;1;4;3;1;3;1;1;5;1;30;1;0.24;0;0;1;0;0;0.16;;0.16;;;;;;18;14;24;0;;21.3;;0.08;0.08;0;;;;;;;;0.68;;;;0.52;0.12;0.2;0.12;0.2;0.24;;0.08;;0.08;0.16;0.08;0;;;1;0;;1.0000;5.7;4.7;6.6;1.6;1.1;2.2;;;195;178;247;57.5;51.5;65.1;125;119;136;;;15;17;12;8.2;14.5;4;65.8;60;;;3.3;;0.2;;0.68;1;;;;;;;;0.08;0.2;0.4;;0.4;;;;;;0.48;;;;;;;;;;;;;;;1;0;0.52;0;9;;0;0
China;2;4;1;3;1;1;2;7;0;;;0.271;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.583;;;;0.333;0.021;0.063;;0.104;0.125;;0.083;;0.042;0.021;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.39;0;0;0;;0;0.39;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;0.02;0;;;;0;
China;1;4;3;1;3;1;1;2;1;;;0.238;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.524;;;;0.31;0.024;0.071;;0.119;0.119;;0.095;;0.048;0.024;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;0;
China;1;4;3;1;3;1;2;7;0;;;0.5;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;0.5;0;0;;0;0.167;;0;;0;0;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.17;0;;;;0;
China;2;4;3;2;3;1;2;5;3;;;0.4712;0;0;1;0;0;0.8942;0.46;;;6;;;6;;;;0.0385;0.0192;;;;0.1442;0.1154;0.0673;0.0096;;;;;;0.6346;;;;0.7596;0.1442;;0.375;0.1923;0.3173;;0.0192;;;;;;;;;0.1538;;1.0000;5.04;4.13;7.06;0.97;0.71;1.47;;;197.1;130.85;263.35;;;;137.74;121.1;154.38;;37.35;20;26;10.9;7.55;16.65;;66.09;71;11.75;;;0.04;0.47;;0.2019;0.9904;0.8269;0;0;;;0.6346;0;0.0865;0.1346;;;;;;;;0.9327;0.0865;;;;0.1154;;;;0.0481;;0.0214;0.0192;;;;1;0.09;0.38;;10.45;;0.01;0.02
China;1;4;3;1;3;1;2;5;3;;;0.4583;0;0;1;0;0;;1;;;5.5;;;6;;;;0.0208;0.0208;;;;0.125;0.1458;0.0208;0;;;;;;0.75;;;;0.75;0.1875;;0.2917;0.2708;0.3333;;0;;;;;;;;;0.1667;;1.0000;4.99;4.16;5.94;0.85;0.66;1.09;;;198.27;128.46;268.08;;;;138.52;123.7;153.34;;37.43;19.75;25.65;11.04;7.6;19.62;;64.17;71.5;11.35;;;0.03;0.45;;0.2292;1;;0;0;;;;0;0.1042;0.2083;;;;;;;;;0.0833;;;;0.1042;;;;0.0625;;0;0;;;;1;0.06;0.52;;11.16;;0;0
China;1;4;3;2;3;1;2;5;3;;;0.4821;0;0;1;0;0;;0;;;6;;;6;;;;0.0536;0.0179;;;;0.1607;0.0893;0.1071;0.0179;;;;;;0.5357;;;;0.7679;0.1071;;0.4464;0.125;0.3036;;0.0357;;;;;;;;;0.1428;;1.0000;5.14;4.09;7.5;1.08;0.76;1.64;;;196.04;132.52;259.56;;;;14.82;0;33.06;;37.29;20.5;26.5;7.26;7.26;14.01;;67.81;69.5;11.95;;;0.04;0.51;;0.1786;0.9821;;0;0;;;;0;0.0714;0.0714;;;;;;;;;0.0893;;;;0.125;;;;0.0357;;0.0536;0.0357;;;;1;0.11;0.27;;9.27;;0.02;0.06
Scotland;2;4;1;2;1;1;1;2;1;51;0;1;1;0;0;0;0;1;0;1;7;7;7;7;3;3;3;3;0;;;;;1;0;0;0;0;0;0;0;0;1;;;;1;0;0;1;1;1;;0;0;0;1;0;;;0;1;0;0;0.0000;4.9;4.9;4.9;1.6;1.6;1.6;;;239;239;239;2.5;;;;;;;;;;;;;;;;4;;;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;;8;8;0;0
UK;2;4;1;2;1;1;1;2;1;365;;0.5;1;0;0;0;0;1;0.5;0.5;4;4;4;4;4;4;3;5;;;;;;0;0;0;0;0;;;0;0;0.5;37.3000;37.3;;0.5;0;0;0;0.5;0;0;0;0;0;0.5;0;;;0;1;0;0;0.0000;6.95;3.4;10.5;0.85;0.6;1.1;;;;;;5.54;2.4;8.67;;;;;;61;56;;;;;;;27.5;;;;;;1;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0.5;0;0;0;1;0;1;;6.5;8.5;0;0
UK;1;4;1;2;1;1;1;2;1;50;;0;1;0;0;0;0;1;1;0;4;4;4;4;5;5;5;5;;;;;;0;0;0;0;0;;;0;0;1;37.6000;37.6;;1;0;0;0;0;0;0;0;0;0;0;0;;;0;1;0;0;0.0000;3.4;3.4;3.4;0.6;0.6;0.6;;;;;;2.4;2.4;2.4;;;;;;47;46;;;;;;;15;;;;;;1;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;1;;4;7;0;0
UK;1;4;1;2;1;1;1;2;1;23;;1;1;0;0;0;0;1;0;1;4;4;4;4;3;3;3;3;;;;;;0;0;0;0;0;;;0;0;0;37.0000;37;;0;0;0;0;1;0;0;0;0;0;1;0;;;0;1;0;0;0.0000;10.5;10.5;10.5;1.1;1.1;1.1;;;;;;8.67;8.67;8.67;;;;;;75;66;;;;;;;40;;;;;;1;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;1;0;0;0;1;0;1;;9;10;0;0
